Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
Kenya Bowman,25,Female,Raised,Good,Normal,Normal,Yes
Jennifer Levine,23,Female,Raised,Good,Rushed,Much,Yes
Isabell Massey,40,Male,Raised,Bad,Normal,None,No
Bronson Drake,36,Female,Raised,Good,Normal,Much,Yes
Anika Sheppard,33,Male,Raised,Bad,Slow,None,No
Harley Rowe,25,Male,Raised,Bad,Rushed,None,No
Davin Mercer,32,Female,Raised,Normal,Rushed,Much,No
Fernanda Contreras,19,Male,Normal,Good,Slow,Much,Yes
Jeremiah Simmons,23,Male,Raised,Normal,Rushed,None,No
Jan Calderon,36,Female,Raised,Bad,Normal,Much,Yes
Clayton Parks,41,Male,Raised,Good,Normal,Much,Yes
Talan Willis,20,Female,Normal,Bad,Rushed,None,No
Delaney Hayden,30,Female,Raised,Bad,Normal,Much,Yes
Emmalee Pope,49,Male,Normal,Bad,Normal,Little,Yes
Jeremiah Roach,31,Male,Normal,Good,Slow,Much,Yes
Nina Leonard,46,Female,Normal,Bad,Normal,None,No
Zackery Valentine,25,Female,Normal,Good,Normal,Much,Yes
Clay Warren,38,Male,Normal,Good,Normal,Much,Yes
Aleah Burch,18,Female,Raised,Good,Normal,Much,Yes
Elisha Mason,45,Male,Normal,Good,Normal,Little,Yes
Annalise Guerrero,37,Male,Normal,Good,Normal,Much,Yes
Carlo Harrison,18,Female,Raised,Bad,Rushed,None,No
Irene Keller,28,Female,Normal,Bad,Rushed,None,No
Weston Franco,34,Female,Normal,Good,Normal,Much,Yes
Naima Barron,27,Male,Raised,Bad,Rushed,Little,No
Maria Werner,17,Female,Raised,Bad,Rushed,None,No
Talan Baldwin,18,Male,Raised,Good,Normal,Much,Yes
Areli Contreras,50,Male,Raised,Normal,Normal,Much,Yes
Gisselle Brennan,26,Male,Raised,Good,Rushed,Much,Yes
Dominique Gonzalez,33,Female,Raised,Good,Normal,Much,Yes
Ariella Mccann,19,Male,Normal,Good,Slow,None,No
Ainsley Mooney,31,Male,Normal,Good,Normal,None,No
Nathaly Riggs,20,Female,Raised,Good,Rushed,None,No
Shamar Simpson,18,Female,Raised,Bad,Normal,None,No
Jordin Berry,35,Male,Raised,Bad,Slow,None,No
Preston Hamilton,34,Male,Raised,Good,Slow,Much,Yes
Anne Butler,41,Female,Normal,Normal,Slow,Much,Yes
Kingston Terrell,27,Male,Raised,Bad,Normal,None,No
Haiden Pacheco,49,Female,Raised,Good,Normal,Much,Yes
Shane Greer,34,Male,Normal,Good,Slow,Normal,Yes
Angel Franklin,39,Male,Normal,Good,Normal,Much,Yes
Vance Thompson,36,Female,Normal,Good,Normal,Much,Yes
Armando Mcfarland,31,Male,Normal,Good,Normal,Normal,Yes
Porter Irwin,19,Male,Raised,Bad,Slow,Much,No
Javon Alexander,25,Male,Raised,Normal,Normal,None,No
Kennedi Richard,38,Female,Normal,Bad,Slow,Much,Yes
Gianna Green,33,Male,Normal,Bad,Rushed,None,No
Lia Reynolds,35,Female,Normal,Good,Slow,Much,Yes
Sydnee Wiggins,47,Female,Normal,Bad,Normal,Much,Yes
Alina Hodge,28,Male,Normal,Good,Slow,Little,Yes
Marilyn Wiggins,32,Female,Raised,Bad,Rushed,None,No
Lamont Valdez,25,Male,Normal,Good,Slow,Much,Yes
Kassandra Richards,20,Male,Normal,Good,Normal,Much,Yes
Lizeth Maxwell,49,Female,Normal,Good,Normal,Much,Yes
Jaylin Abbott,23,Male,Raised,Bad,Normal,None,No
Messiah Rodriguez,41,Male,Raised,Good,Rushed,None,No
Kamari Morgan,34,Female,Raised,Normal,Rushed,None,No
Josephine Gates,42,Male,Raised,Good,Rushed,Much,Yes
Siena Richmond,44,Male,Raised,Good,Normal,Much,Yes
Kinsley Sharp,19,Female,Raised,Bad,Rushed,None,No
Deja Haynes,44,Male,Normal,Normal,Normal,Much,Yes
Kadyn Murphy,17,Male,Raised,Bad,Rushed,None,No
Sarah Guzman,47,Female,Raised,Bad,Rushed,None,No
Ruben Baird,36,Female,Normal,Good,Normal,Much,Yes
Luka Cannon,27,Male,Raised,Bad,Rushed,None,No
Logan Rios,31,Female,Normal,Bad,Slow,None,No
Yamilet Ballard,34,Female,Raised,Bad,Rushed,None,No
Vincent Huang,42,Female,Normal,Good,Rushed,Much,Yes
Anya Barrett,30,Female,Raised,Bad,Normal,None,No
Alexus Koch,17,Male,Normal,Bad,Rushed,None,No
Isis Barrett,25,Female,Raised,Good,Rushed,Much,No
Uriah Clay,43,Female,Raised,Bad,Rushed,None,No
Dalia Hahn,26,Female,Raised,Normal,Slow,Normal,Yes
Kian Hampton,29,Female,Normal,Bad,Normal,Little,Yes
Eden Herring,20,Female,Raised,Bad,Rushed,None,No
Bridget Joseph,31,Male,Raised,Bad,Normal,None,No
Lukas Klein,18,Male,Normal,Normal,Rushed,None,No
Tyrone Haynes,20,Male,Raised,Bad,Rushed,Little,No
Avery Maddox,48,Female,Normal,Normal,Normal,Much,Yes
Emerson Charles,31,Female,Raised,Good,Normal,Little,Yes
Liana Cole,23,Male,Raised,Bad,Normal,None,No
Zaire Castillo,39,Female,Normal,Bad,Rushed,Much,Yes
Elian Ballard,27,Female,Raised,Good,Slow,Much,Yes
Gael Skinner,20,Male,Raised,Bad,Rushed,None,No
Ariel Ritter,40,Female,Normal,Good,Normal,Much,Yes
Amari Ward,27,Male,Normal,Normal,Rushed,Much,Yes
Jocelynn Reynolds,44,Male,Normal,Good,Rushed,Much,Yes
Lilliana Frost,34,Male,Raised,Good,Rushed,None,No
Glenn Schneider,34,Female,Normal,Normal,Rushed,None,No
Rogelio Carey,20,Male,Raised,Normal,Rushed,None,No
Kristopher Potts,35,Female,Normal,Good,Slow,Little,Yes
Cale Mahoney,27,Male,Normal,Good,Normal,Much,Yes
Rey Hodges,45,Male,Normal,Normal,Slow,Much,Yes
Holly Livingston,36,Male,Normal,Good,Normal,Much,Yes
Jaelynn Stanton,33,Male,Normal,Bad,Slow,Much,No
Sanai Chang,34,Male,Normal,Good,Slow,Normal,Yes
Ireland Doyle,28,Male,Normal,Normal,Rushed,None,No
Emerson Woodward,32,Male,Normal,Bad,Rushed,Much,No
Amari Case,36,Male,Normal,Good,Slow,Much,Yes
Terry Navarro,33,Female,Raised,Bad,Rushed,None,No
Mackenzie Nielsen,33,Male,Raised,Bad,Rushed,None,No
Bo Barajas,50,Female,Raised,Good,Normal,Much,Yes
Valentino Allen,35,Male,Raised,Bad,Rushed,None,No
Joyce Ritter,31,Female,Normal,Bad,Rushed,None,No
Emilio Carson,35,Male,Normal,Good,Normal,Much,Yes
Lia Hall,39,Female,Raised,Bad,Rushed,None,No
Rene Craig,18,Male,Normal,Good,Normal,Little,Yes
Devin Bass,20,Female,Raised,Normal,Normal,Normal,Yes
Zaire Hall,30,Male,Raised,Bad,Rushed,None,No
Ruben Pearson,25,Female,Normal,Bad,Normal,None,No
Camron Blackwell,29,Male,Raised,Good,Normal,Much,Yes
Delaney Griffin,26,Female,Raised,Good,Normal,Much,Yes
Kenna Gomez,28,Male,Raised,Normal,Normal,Much,Yes
Brenda Mooney,26,Female,Normal,Bad,Rushed,None,No
Harper Hendricks,44,Female,Raised,Bad,Normal,None,No
Konner Archer,30,Male,Normal,Normal,Normal,Much,Yes
Kianna Clements,33,Male,Raised,Good,Normal,Much,Yes
Alessandra Delacruz,39,Male,Normal,Normal,Normal,Much,Yes
Brennen Nelson,32,Female,Raised,Good,Rushed,None,No
Leyla Campos,50,Female,Normal,Good,Slow,Normal,Yes
Harmony Proctor,19,Female,Raised,Good,Rushed,None,No
Janae Schroeder,35,Male,Raised,Bad,Rushed,None,No
Dixie Snow,48,Male,Raised,Good,Rushed,None,No
Rosemary Roberts,18,Female,Normal,Good,Rushed,Much,Yes
Aylin Spencer,35,Male,Normal,Good,Normal,Much,Yes
Zion Hines,23,Male,Normal,Normal,Rushed,None,No
Ayden Andersen,20,Female,Raised,Good,Normal,Much,Yes
Barbara Salinas,22,Female,Raised,Bad,Slow,None,No
Ignacio Holt,23,Male,Normal,Good,Rushed,None,No
Isla Macdonald,28,Male,Raised,Bad,Normal,None,No
Conor Donovan,34,Male,Raised,Bad,Rushed,None,No
Roger Davila,26,Male,Normal,Good,Rushed,Normal,Yes
Maggie Whitehead,18,Male,Raised,Normal,Normal,None,No
Konnor Mclean,17,Male,Normal,Good,Slow,Little,Yes
Martha Montes,47,Female,Raised,Good,Normal,Much,Yes
Conrad Noble,23,Female,Normal,Normal,Normal,None,No
Muhammad Landry,25,Male,Raised,Normal,Slow,Much,No
Ayla Frank,45,Male,Raised,Good,Rushed,Little,No
Ali Davenport,40,Female,Normal,Bad,Rushed,Much,Yes
Justice Cox,30,Male,Raised,Good,Rushed,None,No
Max Hopkins,44,Female,Raised,Good,Normal,Much,Yes
Jewel Brewer,29,Male,Raised,Bad,Rushed,None,No
Hamza Barron,31,Male,Raised,Good,Normal,None,No
Zachary Lynn,29,Male,Raised,Bad,Rushed,None,No
Dahlia Goodwin,35,Male,Raised,Bad,Rushed,None,No
Dereon Small,24,Female,Normal,Good,Rushed,None,No
Seth Rosario,26,Female,Raised,Good,Normal,Much,Yes
Kylie Lindsey,34,Female,Normal,Good,Normal,Much,Yes
Skyler Pace,26,Male,Raised,Bad,Rushed,None,No
Quintin Henson,25,Female,Normal,Good,Normal,Much,Yes
Payten Floyd,33,Male,Normal,Good,Normal,Much,Yes
Liam Figueroa,33,Male,Raised,Bad,Rushed,None,No
Emerson Bell,30,Male,Normal,Good,Normal,Much,Yes
Landon Byrd,29,Male,Normal,Good,Slow,Much,Yes
Alfonso Buckley,34,Female,Normal,Bad,Rushed,None,No
Devan Quinn,24,Male,Normal,Bad,Rushed,Much,No
Xiomara Barrera,34,Female,Raised,Good,Normal,Much,Yes
Kristen Tran,24,Female,Raised,Bad,Rushed,None,No
Jefferson Mosley,42,Male,Normal,Good,Normal,Much,Yes
Dustin Rodriguez,21,Female,Raised,Bad,Rushed,None,No
Agustin Bradford,25,Female,Raised,Good,Normal,Much,Yes
Krista Jenkins,34,Male,Normal,Good,Normal,Much,Yes
Jaylah Maldonado,31,Female,Raised,Good,Rushed,None,No
Anaya Kemp,30,Female,Normal,Bad,Normal,Much,Yes
Danica Bird,34,Male,Raised,Normal,Normal,Much,Yes
Ezra King,40,Female,Raised,Bad,Rushed,None,No
Ashlee Randolph,44,Female,Raised,Normal,Rushed,Much,Yes
Karly Mcintosh,39,Female,Normal,Good,Normal,Much,Yes
Darwin Stanton,50,Male,Normal,Bad,Rushed,None,No
Brenda Ford,28,Female,Normal,Good,Normal,Much,Yes
Jadyn Reilly,21,Female,Normal,Bad,Rushed,None,No
Haylie Levy,19,Male,Normal,Bad,Normal,None,No
Ashly Maldonado,17,Female,Normal,Bad,Rushed,None,No
Holden Poole,35,Male,Normal,Good,Normal,Little,Yes
Leslie Poole,24,Male,Raised,Normal,Rushed,None,No
Alayna Odonnell,19,Male,Normal,Bad,Normal,None,No
Lawrence Hughes,17,Female,Raised,Bad,Normal,None,No
Kassandra Sawyer,25,Male,Normal,Bad,Rushed,None,No
Sierra Hart,20,Male,Raised,Bad,Rushed,None,No
Lizeth Glover,30,Male,Normal,Good,Normal,Much,Yes
Yoselin Potts,31,Male,Raised,Good,Normal,Much,Yes
Laylah Baird,25,Female,Raised,Normal,Normal,Much,Yes
Salvatore Shelton,17,Male,Raised,Good,Rushed,None,No
Tanya Meyer,28,Male,Raised,Bad,Slow,None,No
Rachael Nash,18,Female,Raised,Bad,Rushed,None,No
Cullen Murray,32,Female,Raised,Good,Normal,None,No
Sharon Nelson,49,Female,Normal,Good,Normal,Little,Yes
Allen Blair,29,Male,Normal,Bad,Normal,None,No
Giuliana Sparks,28,Male,Raised,Bad,Rushed,None,No
Nikolai Cook,25,Male,Raised,Bad,Normal,Much,No
Shiloh Campbell,26,Male,Normal,Good,Normal,Much,Yes
Leonel Andersen,28,Male,Normal,Normal,Rushed,Much,Yes
Malakai Gould,30,Male,Normal,Good,Normal,Normal,Yes
Jazmin Leonard,27,Male,Normal,Good,Normal,Much,Yes
Daphne Vance,28,Male,Raised,Good,Normal,Much,Yes
Greyson Mcbride,45,Male,Raised,Bad,Rushed,None,No
Jenny Rosario,38,Male,Normal,Bad,Normal,Much,Yes
Marcelo Butler,45,Female,Normal,Normal,Normal,None,No
Quintin Mata,34,Female,Normal,Good,Slow,Much,Yes
Parker Bentley,46,Female,Raised,Normal,Normal,Much,Yes
Landen Cox,45,Female,Raised,Normal,Rushed,Much,Yes
Rashad Wagner,35,Female,Raised,Good,Rushed,None,No
Courtney Sharp,34,Male,Normal,Normal,Normal,Much,Yes
Abdullah Pratt,47,Male,Normal,Good,Slow,Much,Yes
Abbey Collins,21,Female,Raised,Bad,Rushed,Much,No
Lainey Dickson,21,Female,Raised,Bad,Rushed,None,No
Thalia Atkins,45,Female,Raised,Bad,Normal,Much,Yes
Winston Evans,33,Female,Raised,Normal,Rushed,None,No
Jazlene Potts,46,Female,Raised,Bad,Rushed,None,No
Annabella Pittman,48,Male,Raised,Bad,Rushed,Little,No
Catherine Sandoval,23,Male,Raised,Bad,Slow,None,No
Elijah Owen,38,Female,Normal,Bad,Normal,Little,Yes
Jazlyn Ashley,26,Male,Normal,Good,Slow,Much,Yes
Aditya Berry,47,Female,Normal,Good,Normal,Much,Yes
Kallie Flores,26,Male,Normal,Bad,Rushed,Little,No
Daisy Bullock,42,Male,Raised,Good,Normal,Much,Yes
Marely Willis,40,Male,Normal,Bad,Rushed,None,No
Aldo Matthews,27,Female,Raised,Bad,Rushed,Little,No
Alissa Matthews,34,Male,Normal,Bad,Slow,None,No
Dereon Glover,43,Male,Raised,Good,Normal,Normal,Yes
Sarai Wyatt,27,Male,Raised,Good,Slow,Much,Yes
Chana Beltran,30,Male,Raised,Good,Normal,Much,Yes
Kaylee Maddox,34,Female,Normal,Good,Rushed,Little,Yes
Luca Cummings,30,Male,Raised,Bad,Rushed,None,No
Eleanor Merritt,25,Female,Normal,Good,Normal,Much,Yes
Elliana Farley,17,Male,Raised,Bad,Rushed,None,No
Carly Powers,34,Female,Normal,Normal,Normal,Much,Yes
Jesus Stout,30,Female,Normal,Normal,Normal,Much,Yes
Malaki Gates,35,Female,Normal,Bad,Normal,None,No
Jake Buckley,49,Female,Raised,Normal,Slow,Normal,Yes
Fletcher Williams,36,Male,Normal,Good,Normal,Little,Yes
Emmanuel Brock,18,Male,Raised,Bad,Rushed,None,No
Abram Barrett,28,Female,Raised,Good,Slow,Much,Yes
Annalise Hall,28,Female,Raised,Good,Rushed,Much,Yes
Jolie Delgado,31,Female,Raised,Good,Normal,None,No
Joseph Cobb,31,Female,Normal,Good,Normal,Much,Yes
Caroline Lang,40,Male,Normal,Good,Rushed,Much,Yes
Tania Yu,34,Female,Normal,Good,Normal,Much,Yes
Yaritza Howell,50,Male,Normal,Good,Normal,Much,Yes
Salvador Yates,17,Female,Normal,Good,Normal,Much,Yes
Kamron Yang,45,Female,Normal,Good,Normal,Much,Yes
Camron Holder,27,Male,Raised,Good,Slow,Little,No
Giovanni Simpson,26,Female,Raised,Bad,Slow,Little,No
Samson Barton,28,Male,Raised,Bad,Slow,None,No
Lailah Bennett,28,Female,Normal,Bad,Normal,Much,Yes
Madisyn Lee,19,Male,Normal,Bad,Rushed,Much,No
Krista Buchanan,28,Female,Raised,Good,Rushed,None,No
Micah Best,36,Female,Normal,Bad,Normal,Much,Yes
Sanai Duarte,34,Female,Raised,Normal,Normal,Normal,Yes
Simone Bauer,34,Female,Raised,Bad,Rushed,None,No
Shyanne Steele,27,Male,Normal,Good,Normal,Much,Yes
Sandra Martinez,20,Female,Raised,Bad,Rushed,None,No
Gustavo Hutchinson,34,Female,Normal,Good,Normal,Much,Yes
Emerson Fowler,35,Male,Raised,Normal,Slow,Much,No
Joshua Mays,31,Female,Raised,Bad,Rushed,None,No
Abbigail Hubbard,21,Male,Raised,Bad,Rushed,None,No
Daniel Harvey,18,Male,Raised,Bad,Normal,None,No
Nevaeh Wong,39,Female,Raised,Bad,Normal,Little,Yes
Janiya Pope,25,Female,Raised,Bad,Slow,Much,Yes
Averi Scott,45,Female,Raised,Bad,Slow,None,No
Alvaro Webb,49,Female,Normal,Good,Normal,Much,Yes
Seamus Henderson,29,Female,Raised,Good,Rushed,None,No
Rhett Rivas,23,Male,Normal,Bad,Rushed,None,No
Alena Davis,37,Male,Raised,Good,Normal,Much,Yes
Jaylen Braun,26,Male,Raised,Good,Normal,Much,Yes
Maverick Mata,36,Female,Normal,Good,Normal,Normal,Yes
Taylor Rogers,33,Male,Raised,Good,Slow,Much,Yes
Amara Hebert,25,Male,Raised,Good,Rushed,None,No
Terrell Reilly,34,Female,Normal,Good,Normal,Normal,Yes
Ross Casey,23,Female,Raised,Good,Normal,Much,Yes
Cassius Davidson,31,Female,Raised,Good,Normal,Much,Yes
Zariah Shea,24,Male,Raised,Bad,Rushed,Much,No
Leonel Valdez,41,Male,Normal,Bad,Slow,None,No
Brett Jones,35,Male,Raised,Bad,Slow,None,No
Nyasia Hunter,42,Male,Normal,Good,Normal,Much,Yes
Weston Miles,45,Female,Normal,Good,Normal,Normal,Yes
Ainsley Fields,46,Male,Raised,Bad,Rushed,None,No
Octavio Banks,17,Male,Raised,Good,Rushed,Little,No
Landyn Conley,23,Male,Raised,Bad,Rushed,None,No
Zion Mata,30,Female,Normal,Good,Normal,Much,Yes
Jaylin Harris,44,Male,Raised,Normal,Slow,Normal,Yes
Conner Watson,26,Male,Raised,Good,Rushed,Much,Yes
Sherlyn Hardy,32,Female,Normal,Bad,Normal,None,No
Anderson Caldwell,47,Male,Normal,Good,Normal,Much,Yes
Marlene Marks,26,Female,Raised,Good,Rushed,Much,Yes
Drew Morris,31,Male,Normal,Bad,Rushed,None,No
Addyson Dickerson,24,Female,Normal,Normal,Rushed,None,No
Tristen Santiago,25,Female,Raised,Normal,Rushed,None,No
Carina Harper,25,Female,Raised,Bad,Rushed,None,No
Charlie Salazar,32,Female,Raised,Good,Normal,Much,Yes
Makena Wright,39,Male,Normal,Bad,Rushed,None,No
Lee Rogers,31,Female,Raised,Bad,Rushed,Little,No
Gina Blair,31,Male,Raised,Bad,Normal,Much,Yes
Dayami Ibarra,38,Female,Raised,Normal,Rushed,Little,No
Sadie Joseph,40,Male,Raised,Good,Normal,Much,Yes
Gabrielle Mejia,50,Male,Raised,Good,Normal,Much,Yes
Paisley Castillo,21,Male,Raised,Bad,Rushed,None,No
Lee Hess,30,Male,Raised,Bad,Rushed,None,No
Leila Hull,25,Male,Normal,Bad,Normal,Much,No
Kailey Baxter,50,Female,Normal,Bad,Normal,Much,Yes
Donovan Sullivan,27,Female,Raised,Bad,Normal,Normal,Yes
Krish Barry,26,Female,Raised,Bad,Rushed,None,No
Trent Lin,29,Male,Normal,Good,Normal,Normal,Yes
Aliyah Strickland,39,Male,Normal,Good,Normal,Much,Yes
Kayla Rivas,38,Female,Normal,Bad,Normal,Much,Yes
Madison Arroyo,23,Male,Normal,Bad,Rushed,None,No
Amari Mejia,47,Female,Raised,Bad,Normal,Much,Yes
Dakota Pineda,21,Male,Raised,Bad,Rushed,Little,No
Stephany Trujillo,33,Female,Normal,Bad,Rushed,None,No
Bentley Mcclain,23,Male,Raised,Bad,Rushed,None,No
Jerry Woods,31,Female,Raised,Bad,Slow,None,No
Lamar Porter,26,Female,Normal,Bad,Rushed,None,No
Donna Collins,23,Female,Raised,Bad,Slow,None,No
Armani Fowler,31,Male,Normal,Normal,Normal,Much,Yes
Braylon Griffith,23,Male,Normal,Bad,Rushed,None,No
Mariam Marquez,25,Female,Raised,Good,Rushed,None,No
Carson Roberts,17,Female,Raised,Bad,Rushed,None,No
Caitlin Edwards,24,Female,Normal,Bad,Rushed,None,No
Jacob Weaver,32,Female,Normal,Good,Slow,Much,Yes
Isabell Spencer,30,Male,Normal,Good,Normal,Much,Yes
Krystal Tate,33,Female,Normal,Good,Normal,Normal,Yes
August Poole,45,Male,Normal,Good,Normal,Little,Yes
Jay Ward,39,Female,Normal,Good,Slow,Little,Yes
Bo Krueger,28,Female,Raised,Bad,Rushed,None,No
Kristen Arias,31,Female,Raised,Bad,Rushed,Much,Yes
Miah Lyons,49,Female,Normal,Good,Normal,Much,Yes
Ciara Madden,17,Male,Normal,Normal,Slow,None,No
Demarion Franco,37,Female,Normal,Good,Normal,Much,Yes
Danny Oneal,43,Male,Normal,Bad,Rushed,Little,Yes
Kara Stephens,37,Male,Raised,Bad,Rushed,None,No
Marcelo Horton,45,Male,Normal,Good,Normal,Much,Yes
Marianna Skinner,35,Male,Raised,Good,Rushed,None,No
Riley Walsh,25,Female,Raised,Good,Slow,Much,Yes
Zaria Garrett,34,Male,Normal,Good,Normal,Normal,Yes
Alondra Moreno,27,Female,Raised,Good,Normal,Much,Yes
Izayah Shaw,30,Female,Raised,Good,Normal,Little,No
Jefferson Simpson,29,Male,Raised,Bad,Rushed,None,No
Dereon Bonilla,20,Male,Normal,Bad,Normal,Normal,Yes
Jamir Owens,33,Male,Raised,Bad,Rushed,None,No
Gordon Torres,32,Male,Raised,Good,Normal,Much,Yes
Tamia Yoder,21,Male,Normal,Good,Normal,Much,Yes
Matthew Nelson,43,Male,Raised,Good,Normal,Much,Yes
Maria Crane,26,Male,Raised,Bad,Rushed,Much,No
Cora Gardner,33,Female,Raised,Bad,Rushed,None,No
Kailyn Lucas,21,Male,Raised,Good,Rushed,Much,Yes
Aileen Weiss,44,Female,Normal,Good,Normal,Much,Yes
Colton Gregory,17,Male,Raised,Bad,Rushed,None,No
Lyla Chen,28,Male,Normal,Good,Slow,Much,Yes
Edgar Singleton,27,Male,Normal,Normal,Normal,Normal,Yes
Courtney Bryan,31,Male,Normal,Good,Normal,Much,Yes
April Jones,18,Female,Normal,Bad,Rushed,None,No
Hailee Cabrera,32,Female,Raised,Bad,Rushed,None,No
Billy Henry,35,Female,Normal,Good,Slow,Much,Yes
Kyle Wiggins,43,Male,Normal,Bad,Slow,Much,Yes
Karson Kennedy,34,Male,Raised,Bad,Rushed,Much,No
Micheal Bryant,21,Female,Raised,Bad,Rushed,Little,No
Briana Carson,40,Male,Normal,Normal,Normal,Much,Yes
Kailey Webster,33,Female,Normal,Good,Normal,None,No
Alina Velasquez,29,Male,Raised,Good,Normal,None,No
Mike Chandler,17,Female,Raised,Bad,Rushed,None,No
Jeremy Walsh,19,Female,Normal,Bad,Normal,None,No
Davis Velazquez,33,Male,Raised,Bad,Normal,None,No
Chanel Greene,31,Male,Normal,Good,Normal,Little,Yes
Isaac Swanson,27,Male,Normal,Bad,Normal,Much,Yes
Damon Clayton,40,Male,Raised,Bad,Normal,Much,Yes
Ann Cobb,34,Male,Raised,Bad,Normal,None,No
Mike Hansen,31,Male,Raised,Bad,Slow,None,No
Ellis Waters,26,Male,Normal,Good,Normal,Much,Yes
Daniela Rollins,28,Male,Raised,Bad,Rushed,None,No
Kelly Floyd,24,Female,Normal,Bad,Normal,Much,Yes
Nathan Cuevas,42,Female,Raised,Good,Normal,Much,Yes
Noel Gillespie,37,Female,Normal,Normal,Normal,None,No
Paul Potts,27,Male,Raised,Bad,Normal,None,No
Steve Madden,28,Female,Normal,Good,Rushed,Much,Yes
Daisy Valentine,21,Female,Raised,Bad,Normal,Much,No
Eddie Carter,31,Male,Raised,Good,Normal,Little,Yes
Eric Santos,18,Female,Raised,Bad,Rushed,Little,No
Amira Gregory,25,Male,Raised,Bad,Slow,Little,No
Andy Banks,31,Female,Raised,Normal,Slow,None,No
Wade Olsen,32,Female,Raised,Good,Normal,None,No
Karen Rodriguez,20,Male,Raised,Good,Rushed,None,No
Malcolm Proctor,46,Male,Normal,Good,Normal,Normal,Yes
Janet Shepherd,32,Male,Raised,Bad,Normal,None,No
Sammy Ball,34,Female,Raised,Good,Normal,Much,Yes
Dallas Potter,18,Male,Normal,Good,Slow,Much,Yes
Amiya Escobar,25,Male,Normal,Good,Rushed,Much,Yes
Leila Mayo,24,Female,Raised,Good,Rushed,None,No
Santos Pugh,40,Female,Raised,Good,Slow,Much,Yes
Aleena Galvan,32,Male,Raised,Bad,Rushed,None,No
Brenton Rogers,20,Male,Raised,Bad,Rushed,None,No
Robert Saunders,23,Male,Raised,Normal,Rushed,Much,Yes
Rigoberto Stein,41,Female,Normal,Normal,Normal,Much,Yes
Jadon Compton,17,Female,Normal,Normal,Slow,None,No
Marina Ashley,28,Male,Normal,Bad,Rushed,None,No
Ryland Liu,44,Female,Normal,Normal,Normal,Much,Yes
Danika Ashley,34,Male,Raised,Bad,Normal,None,No
Lorelai Calhoun,42,Female,Raised,Bad,Normal,Much,No
Tia Mcdaniel,32,Male,Normal,Good,Normal,Much,Yes
Abigayle Mcmahon,42,Male,Normal,Good,Slow,Much,Yes
Amir Kim,32,Male,Normal,Good,Normal,Normal,Yes
Aria Swanson,39,Female,Normal,Good,Normal,Much,Yes
Lance Andrews,27,Male,Raised,Good,Rushed,Little,No
Macy Jacobson,29,Female,Normal,Good,Normal,Much,Yes
Nia Stanley,35,Male,Normal,Bad,Normal,None,No
Ethan Harding,24,Female,Raised,Normal,Slow,Much,Yes
Lesly Gibbs,28,Female,Raised,Good,Normal,Much,Yes
Hadassah Hayes,32,Female,Raised,Bad,Slow,None,No
Samir Shaw,19,Female,Raised,Normal,Slow,None,No
Dwayne Hardy,22,Male,Normal,Bad,Rushed,None,No
Landen Pineda,27,Male,Normal,Good,Rushed,None,No
Kamron Rosario,45,Male,Normal,Normal,Normal,Much,Yes
Jett Vega,42,Male,Normal,Good,Normal,Much,Yes
Luna Watkins,45,Female,Raised,Bad,Slow,None,No
Ashtyn Manning,46,Male,Raised,Good,Slow,Normal,Yes
Jeffrey Fields,48,Male,Normal,Bad,Rushed,Much,Yes
Garrett West,27,Female,Raised,Bad,Rushed,None,No
Denise Frederick,40,Male,Normal,Normal,Rushed,None,No
Aria Mckay,26,Female,Raised,Bad,Rushed,Little,No
Kaylin Atkinson,32,Male,Raised,Bad,Rushed,None,No
Braiden Rose,39,Female,Raised,Good,Normal,Much,Yes
Trenton Simon,41,Male,Normal,Good,Normal,Much,Yes
Brenna Moran,45,Female,Raised,Good,Normal,Much,Yes
Branden Carey,50,Female,Normal,Normal,Normal,Much,Yes
Paxton Dean,32,Male,Raised,Bad,Rushed,None,No
Kadin Esparza,30,Male,Raised,Bad,Normal,None,No
Clinton Wheeler,31,Female,Normal,Good,Slow,Much,Yes
Patrick Dyer,34,Male,Normal,Good,Normal,Much,Yes
Ariana Wyatt,28,Male,Raised,Bad,Rushed,Much,No
Mathias Wilkinson,31,Female,Raised,Normal,Rushed,Little,Yes
Taylor Vargas,34,Female,Raised,Bad,Rushed,None,No
Kaylyn Baxter,29,Female,Normal,Good,Slow,Much,Yes
Saniya Lawrence,35,Male,Raised,Bad,Rushed,None,No
